ID,ORDER_ID,SKU,QUANTITY,PRICE
3c26046c-3c52-4ddb-bc39-8cddeb219efd,812d0752-8c2d-4ed3-82cf-a27308ec3a96,BEV-004,4,940.82
8c16a48b-8bf4-4a50-a0e3-f7fbccf8d50a,c4b28ac6-f8ea-447e-bbbc-d66496ec85ec,BEV-003,6,525.6
99017df2-5b0f-499a-9d61-0d007716155e,2d893968-7274-4e04-9aef-cd7a36ce9c07,BEV-002,8,259.4
486a7a06-f7aa-4efc-a30f-980afe51bf92,2d893968-7274-4e04-9aef-cd7a36ce9c07,JAF-005,6,508.52
1fab5d6d-5b1d-41f5-b5a4-dd43402835cd,8819ad7c-b157-43ac-8981-da30e29390c1,BEV-004,7,245.85
d559fcbe-677c-4d02-90cc-fb23fa700cc9,ae9dc4e2-80bc-4a49-83c6-673e5a44d9ae,BEV-005,5,605.33
516a60ed-e598-441d-a8bf-ffdd749ce7bb,53d15326-785c-43c7-86e4-750b43818ed5,BEV-001,1,696.09
4138ad79-ade5-494c-a7bc-180c106dd97c,07910d63-cad9-4221-be69-d5c9cd6d8175,BEV-005,8,697.22
6625e3ca-daf2-4305-9884-214528b30197,07910d63-cad9-4221-be69-d5c9cd6d8175,JAF-003,5,478.7
b04ea685-32a6-4994-bab9-14d2e5d22ffe,b78334e5-6f87-485a-8217-5e997a03b423,BEV-001,6,157.95
6040a50e-447f-46ac-8a16-91c46c9fab76,00497879-9b58-4569-8a6c-a9938a9f67fb,BEV-002,1,48.04
e069dfa1-9a1d-45dc-803d-10954a17a6f0,dd4d88f6-bd67-45c4-abec-87e62dfb2a94,BEV-003,7,675.14
9015f1bc-6fd7-4d9a-8f22-b7f3a7ca3a1b,dd4d88f6-bd67-45c4-abec-87e62dfb2a94,BEV-005,5,552.6
d9821372-9592-402d-b86a-7b42651d9840,dd4d88f6-bd67-45c4-abec-87e62dfb2a94,JAF-001,3,12.35
3e396e99-2b65-4602-906e-f0c68795730d,7b19fea7-84d2-4da6-a034-0b043a9c5db2,BEV-004,1,875.11
e605d125-fcdc-417d-a914-d51df0fcf6c2,7b19fea7-84d2-4da6-a034-0b043a9c5db2,JAF-005,1,690.78
82547d7c-a03b-457a-a49b-1c341ba30d81,9c8faf5b-85c4-407d-a89e-ee8a1769bb66,BEV-003,8,683.2
d00e2875-2d61-46de-a12c-c23cfb7ccab5,d943f4ba-f4c6-44c1-a90b-2196580dd0bd,BEV-001,9,159.1
fa1f0e6e-e336-4347-bb33-53996391b71c,446c6b94-5cbf-46fe-a796-7e0887508aeb,BEV-001,6,74.33
dbdce960-f592-4d49-a679-6a697c05d8af,84bff01b-b758-4894-afad-f6b4fc43c4a1,BEV-002,4,789.17
0d8482f3-a96c-45ae-b84a-0e4eea0bf39b,43630b33-0f5e-4467-9dc7-bd8f210aee32,BEV-004,2,555.32
5dd48e24-c5c7-42fe-b54d-bfa628873d4b,6fbc3c1e-b026-4eff-bf9f-b7b7295bf915,BEV-004,5,892.02
b51357d6-b335-4755-bddc-acf304f99094,93d62d00-c9ee-418a-92a2-71b8ab53ec8d,BEV-002,8,278.36
112c7ad9-63d0-47b2-b4f8-061cf63f6f44,1f22e87b-82ea-4588-a1a7-4b63358f6b6c,BEV-005,5,178.79
6093ced1-e503-44fb-80f5-66e55c152e66,3cd94b5a-7a50-4c33-8191-cc905913dc63,BEV-003,8,557.64
9ec3096c-6352-4f45-817e-72d7eb782774,9341cdb3-eb3f-4b9b-b629-fea6270e2842,BEV-004,4,959.01
214ac2de-0b0b-4505-af6d-71459d5b2be1,47e9e1ce-48a7-4a34-8950-67ca10bb8a6d,BEV-004,3,590.15
99a3a10f-9990-4341-969f-c13682f9e226,507cba18-aea5-4e35-8ddc-34cef119ebd8,BEV-002,5,23.64
6043415b-f248-407e-9c3b-af00b9660b7a,e50c2564-93d3-4e99-acc6-04440c52c7db,BEV-005,8,731.89
86de4994-d573-4cb4-a513-7d420bf93257,eda8ba56-cde9-4431-bdd1-600f0bb9b828,BEV-004,1,370.13
7b1ea506-5ce6-439a-bbd5-3c6ac40d0a2c,eeebb544-3562-40a0-b457-b6a8c8eadff6,BEV-002,6,445.22
182f29e6-a895-43db-b9d5-77fa87bf11a4,50e5adc9-efb3-4b3a-9a7f-ff4866f3c0ef,BEV-003,6,459.99
c148f8ae-2bf4-4b3f-8806-92b66ddf6449,d5062df7-79c4-475d-9f4e-ae4f25a0decc,BEV-005,8,156.88
b558a0c7-41ba-4d7d-800a-58da594a86c1,913e4d1b-2f1d-4816-8b2d-05c004e6825b,BEV-003,5,481.35
ee43351d-57f1-4d1a-bd7f-640d658d0301,913e4d1b-2f1d-4816-8b2d-05c004e6825b,BEV-003,6,107.48
3268e7b2-c1d5-44d6-be0b-3af904085f97,e153707a-af74-456f-83ba-2c12a7632ab7,BEV-004,4,966.91
bcc062d1-cac1-424f-bd86-c0e40fe0e536,c6760d3d-0c1b-4440-92b1-91e1ec693bb3,BEV-003,3,227.71
c9285e96-2ac3-4272-8018-e65036cb15b5,c6760d3d-0c1b-4440-92b1-91e1ec693bb3,BEV-002,3,513.35
7240ba5c-413a-41b0-b19a-003deb6e7b10,99262f4a-bff9-48e0-827f-9fda41e1cbb3,BEV-002,8,642.39
00f5fd2f-9640-4fa2-88d9-845edbf37b02,2c5d81fd-5e6e-4afe-a0cb-ff2727d31f17,BEV-004,5,369.91
9d085b29-6361-4e0c-a55b-ed795b178a11,f859f9fd-5ae5-4fbe-95e6-229ed16076a9,BEV-005,8,769.1
d1bacbef-0b33-4b72-b66f-9e568582a5cd,b03dedaa-bf76-4705-9c69-f764e64a52c5,BEV-002,2,297.01
4bb16b8e-3260-4e59-a4ce-cd19e2dcdcf3,b03dedaa-bf76-4705-9c69-f764e64a52c5,JAF-005,8,661.37
7fca712f-eda8-4847-b6ea-a0ff1438aeb5,7d0b0e3e-d478-4237-8093-b4132405c8d2,BEV-002,5,335.07
abcc4f44-ac2f-4968-921e-883b8587657d,7d0b0e3e-d478-4237-8093-b4132405c8d2,JAF-003,9,666.6
3e4a63cc-d7bc-4d42-a1ee-774bc341f3a6,a5d127d0-0e8e-4460-aba6-864d338bef5f,BEV-002,10,817.43
4d5dbd3c-6049-4370-aea6-6545ee450361,9f906e77-88a2-4d65-b784-b54d2ece9638,BEV-005,3,18.31
bd591adb-e298-4753-8d17-f4ac97cf4a08,2e962887-ed45-4786-bb4c-7c23baa51292,BEV-003,7,959.38
06a81006-dc3b-4b26-856c-0010e1151d4a,e78312e9-50c4-4514-88d4-ac7f615c9000,BEV-003,2,594.29
60f795a2-de41-494c-8f78-f4547ca8ef68,af50050c-6593-464e-8c84-cce60804ae35,JAF-002,6,125.01
