ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
4963b95f-e17e-4490-a379-36d04116416c,2ad8ff3c-388e-429b-9b1a-67286e82bd20,2022-06-27 08:00:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
2685b921-d986-4bfb-9376-b3750c3d5947,6b4f3f63-45e6-42ee-b5c4-ac03835a2d5f,2022-06-27 08:01:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
14135b82-5e21-4812-bbed-2fff46a3338e,c6bd166c-2f9d-455c-89dd-72b892f09447,2022-06-27 15:12:00,7610d689-246f-467d-8d80-991c4eef401a,1000,60,1060
b9c45f67-0309-4512-8bf6-5dcdb1efc529,d2b935a7-8a2d-491d-b848-a06732301e43,2022-06-27 10:31:00,7610d689-246f-467d-8d80-991c4eef401a,3600,216,3816
a67248ce-1ab0-40cb-bbd5-868353deaad1,24c316fc-ad16-45a1-9ef3-3da9d491b0e7,2022-06-27 08:18:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
20d370bc-a930-4c12-97e9-8ff355e30265,7b1522dc-cd21-4c40-b81b-3532f5b9f3eb,2022-06-27 08:47:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
a63ed251-0f86-40b2-9c43-1d374b7eb40a,344bf269-6f68-41c2-a6ff-a8f4eb6f6ca7,2022-06-27 11:40:00,7610d689-246f-467d-8d80-991c4eef401a,2500,150,2650
780a2cf9-497e-4d8f-a275-0119fffaa41e,839b9759-0a61-4c7d-872f-591848c1b431,2022-06-27 08:07:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
7b1fd587-4b83-4747-b0ae-cbcfc154ebce,b7bd8c57-4f91-4c51-88e7-382592e9eaf7,2022-06-27 13:31:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
e2f252f1-c159-45ae-bcb9-7e927c540b7a,d96563d3-24d4-40e6-8f4e-a6c5f015d864,2022-06-27 07:37:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
e175b238-510f-413a-bd61-90ac9e984ec0,44bffcdd-9613-46ca-9f05-b315de5e7ca6,2022-06-27 11:07:00,7610d689-246f-467d-8d80-991c4eef401a,2600,156,2756
7689b704-0e6c-4972-aa81-8774eccb7a64,78d44e16-ddfd-4429-91bc-9208c7fb2fc8,2022-06-27 07:46:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
fc37df9e-2b54-44f2-af33-c58f206a3b23,1e43ae86-f777-4ee7-b336-8e3bc60294ef,2022-06-27 11:39:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
a4dfdadc-bc2f-4f61-b470-4938d3c46652,c366eb7d-81d8-46f9-89d9-9d09186d8503,2022-06-27 07:32:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
1f4d2dba-c702-4af5-8ba9-a50c66edec28,d7e9c90f-0dde-41f1-9be4-09fbe640e794,2022-06-27 08:22:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
d3835a28-e6e2-4af5-95e7-1d424a8e5607,47a4b1a8-781d-40e8-bbb2-f769c2c6b5ca,2022-06-27 07:19:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
c3dec242-cef8-4d2c-91ae-273894b98788,935ecf18-cf34-41be-be72-c814ef6ded61,2022-06-27 13:30:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
935334a2-d81f-4071-ac9c-486a9b47c15b,e4c63951-a231-404c-ad26-f4a492f3447f,2022-06-27 07:39:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
c2fde7f6-5f5e-41e0-8bac-193c6d4880c8,0f9dcb09-ef47-45c8-9a5e-feff0a288bf2,2022-06-27 17:28:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
cba1024d-de2d-40fa-8bd3-f1f0ecf84bf5,4a15f8b9-7c0a-4643-b14d-5ec37ed6b186,2022-06-27 08:59:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
9082a466-54a1-4580-92a9-d11ba7d9382b,5248f2d8-0eb8-420f-9ea5-77ec82307b9b,2022-06-27 07:34:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
b091a1e5-71e4-47af-acb1-34f6d6a0a878,fb56c2c7-1769-4c97-9197-2ffa8b82ea0e,2022-06-27 13:50:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
372ba06d-f499-4b3b-a7e5-d0835092ad00,d656f95b-6c2e-4372-ab17-a3bbc93812c1,2022-06-27 08:35:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
354e744a-5039-400c-9967-dcda599af089,62626d20-2e67-4f1d-9386-1b0a5e25956c,2022-06-27 08:00:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
f3321705-60f4-4106-9882-ccacdab4d5ef,1ae36efc-f7b6-45de-8646-8775a98651b1,2022-06-27 13:41:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
2be421a2-1c5d-492c-9f12-6c02c3ef1f92,95ac520d-f0fc-435a-b0b4-2dcf6b90bd80,2022-06-27 08:20:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
8af85ffd-c7b2-4fa5-ae08-20cd0b85436f,c9a69c9a-6aea-40eb-95b6-9605c84b1f5f,2022-06-27 15:15:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
d05b83ea-5480-40da-ac9c-1b30685f2de9,7b802864-fcee-410c-bdbf-7774ce4cfd97,2022-06-27 07:34:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
526ff441-01f8-4061-a2f5-826352dde181,de57e4f7-4879-435d-a9e1-c9a1763d4961,2022-06-27 11:33:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
79005eaf-3488-4b93-8ba1-f35ca17d0141,aec16166-ed24-473e-a071-c5dc834ca0e4,2022-06-27 07:56:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
3f88f2f7-0cf9-4151-ac88-ca2ffc2173bb,c9832d9c-549d-4a87-b495-d09238d3bbed,2022-06-27 13:55:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
04f67323-5165-4717-88eb-43fe0a1c7c27,2f08d074-f43f-4139-b02d-87d7b52beb3a,2022-06-27 07:29:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
