ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
9c0b4796-d358-420e-b72c-4b217a5dca35,d2b935a7-8a2d-491d-b848-a06732301e43,2023-11-25 12:39:00,7610d689-246f-467d-8d80-991c4eef401a,2400,144,2544
1c507e84-4e32-4eb0-b76d-bd3e094409ad,7b1522dc-cd21-4c40-b81b-3532f5b9f3eb,2023-11-25 09:24:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
cf62737b-cdec-4e4e-9be9-41af61dca072,5993c025-628c-4491-bbfe-56d1b6ff5177,2023-11-25 11:17:00,7610d689-246f-467d-8d80-991c4eef401a,3600,216,3816
11421ce4-ebf6-4ed4-bd4f-49915f045969,b63aa58f-13c3-42ec-9b06-995371bd877a,2023-11-25 13:31:00,7610d689-246f-467d-8d80-991c4eef401a,3600,216,3816
d329e192-2422-470d-80e0-e8487ba4e0da,78e869b8-1d23-4f38-b562-7cd5072dcd5a,2023-11-25 14:54:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
dab02f07-7f51-4adc-be4f-5f5c85738ee9,1e43ae86-f777-4ee7-b336-8e3bc60294ef,2023-11-25 11:57:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
c20c6333-6211-4023-899c-9b3e89962b7f,e5a13bcc-19f9-45d8-a832-a087b4609edd,2023-11-25 14:58:00,7610d689-246f-467d-8d80-991c4eef401a,3800,227,4027
5455d0d9-98a4-4f89-b8f1-302b22e47d1f,d7e9c90f-0dde-41f1-9be4-09fbe640e794,2023-11-25 08:59:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
ebac91dc-c1fd-4761-95d2-6c7ed8ae8fc6,935ecf18-cf34-41be-be72-c814ef6ded61,2023-11-25 12:27:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
cdb124ac-061d-4ab7-9e42-e51d0ab65bad,dc7f6e52-50f7-46d2-9c2b-fdad148234ea,2023-11-25 08:52:00,7610d689-246f-467d-8d80-991c4eef401a,3400,204,3604
9cbc3c87-3e23-4d07-b1c1-b444e85a3568,c4277a32-f07e-42c7-a079-6a4bd7d54eb7,2023-11-25 10:21:00,7610d689-246f-467d-8d80-991c4eef401a,5100,306,5406
f2e76495-fc78-4d82-a946-cd582546f21d,f50ff9af-29c0-4629-9c9c-1c0c6fade0f6,2023-11-25 11:52:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
35dddbef-919a-4931-897b-8ebd9bbbdf62,9d3a25c7-6660-41b6-b754-79957ff6a492,2023-11-25 12:17:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
8f868952-f940-482f-a391-b5906ff29f82,926c3574-687d-438c-95a0-ad55202d049a,2023-11-25 13:14:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
9c38f80e-396a-4d1e-87cb-5a19210077a1,0bdabea4-30de-4ef8-b11a-a4c8de37ebd9,2023-11-25 14:41:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
d99fb470-6bc7-4f9b-af70-7272825bf951,64a76696-5dde-414c-9929-495564fc2d30,2023-11-25 14:58:00,7610d689-246f-467d-8d80-991c4eef401a,6800,408,7208
06f2f789-8536-48e0-9e6f-afd5f8f14851,edad01ae-d0e3-498a-8dad-7210358c427c,2023-11-25 13:11:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
a32d8ab1-2c8b-441a-a37b-39d0ba6fd752,86c4ac2a-6715-4ef9-9c77-5d7ee2ab98c2,2023-11-25 09:55:00,7610d689-246f-467d-8d80-991c4eef401a,1600,96,1696
f0047d7b-ba2f-45c2-9a69-75805f722e22,3a3c7ba2-c0e9-4f2e-a33b-25b75a89c624,2023-11-25 09:29:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
495ca14e-ef6e-4927-a3e5-845b6c10a4cd,ffef49f3-f8f1-4be9-88ff-df81293ec90a,2023-11-25 14:27:00,7610d689-246f-467d-8d80-991c4eef401a,1600,96,1696
ea922a05-6922-4262-8bf3-e0505ebadba9,f0937ba3-6524-4760-96c3-9a2d675002e2,2023-11-25 11:30:00,7610d689-246f-467d-8d80-991c4eef401a,9500,570,10070
f3ba20d1-0af6-4e1b-8bd7-eea0efc5db7e,8c8c1c3d-4781-4046-bb38-926c9c5738d0,2023-11-25 14:45:00,7610d689-246f-467d-8d80-991c4eef401a,1900,113,2013
d7fcd515-824a-4ded-8907-51614788a1c2,f77213fa-b911-48e6-becc-47ab3ca82531,2023-11-25 13:38:00,7610d689-246f-467d-8d80-991c4eef401a,8400,504,8904
e94928f1-bed4-425e-a1ec-c4e52c66ea31,8d6d38a0-38c1-46db-9015-09308fac8af1,2023-11-25 12:13:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
