ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
42cbc8ae-9280-4468-b74d-0d197f5981ed,2ad8ff3c-388e-429b-9b1a-67286e82bd20,2024-02-13 08:15:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
a45c6c37-d6d0-4de4-9964-538aed37b13a,6b4f3f63-45e6-42ee-b5c4-ac03835a2d5f,2024-02-13 08:08:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
0b79576c-f610-4f26-b9db-6307a9b9340d,879ff208-ac40-47d2-9c15-e475f635ccbe,2024-02-13 17:10:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
128ae16b-df03-4c8f-a239-fa504afb6cbf,24c316fc-ad16-45a1-9ef3-3da9d491b0e7,2024-02-13 08:24:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
d8631634-c60b-4c84-af21-712e60094d33,7b1522dc-cd21-4c40-b81b-3532f5b9f3eb,2024-02-13 08:31:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
8a759b25-2663-4150-8903-a8e8695aaa9a,344bf269-6f68-41c2-a6ff-a8f4eb6f6ca7,2024-02-13 18:25:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
3ebd85a1-696c-495b-b0a6-793ac2662704,839b9759-0a61-4c7d-872f-591848c1b431,2024-02-13 08:02:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
733baddc-bf93-4459-a45a-623b37748afa,78e869b8-1d23-4f38-b562-7cd5072dcd5a,2024-02-13 13:10:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
5271d6cc-f49f-4f84-ab3a-2fb8f50fa3b5,934c19cf-d1e4-47fc-9860-39542d7bd56b,2024-02-13 11:59:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
973001d2-635a-4184-a743-bde2a6d69368,4bf534e1-0071-43eb-b3ba-cf7da176d8a6,2024-02-13 07:10:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
22deeb05-a7d4-49fa-920f-c1011e35266e,3ee8e86e-7163-4316-8dfa-15db0098b81e,2024-02-13 12:24:00,7610d689-246f-467d-8d80-991c4eef401a,1100,65,1165
2886b664-7321-4031-b165-c5b55eddff5f,d96563d3-24d4-40e6-8f4e-a6c5f015d864,2024-02-13 08:32:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
3b97abb3-e73b-474c-b2e6-40c0198a489d,44bffcdd-9613-46ca-9f05-b315de5e7ca6,2024-02-13 16:07:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
cd590750-c014-4522-a7bd-bac37812c885,120ecf2b-f133-45a8-bab0-875cb5523df5,2024-02-13 08:06:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
fbb1827a-3125-425d-9365-26e3bcb18d9d,78d44e16-ddfd-4429-91bc-9208c7fb2fc8,2024-02-13 08:31:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
e07d7deb-8e15-482f-aec5-9418b823e8c7,eccd1acd-eac1-49d7-ad10-8883982cdf7d,2024-02-13 19:35:00,7610d689-246f-467d-8d80-991c4eef401a,2000,120,2120
4fd2215e-cf5d-4521-af25-9cc3abe42133,1e43ae86-f777-4ee7-b336-8e3bc60294ef,2024-02-13 13:16:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
7f99b46b-95a2-4b32-9292-83f09adc320b,83f67506-7c12-4107-864a-918a35b4fcf9,2024-02-13 15:48:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
ac1fb6b6-ad68-4e64-86fb-6450bb972ee9,c366eb7d-81d8-46f9-89d9-9d09186d8503,2024-02-13 07:49:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
bb9832c1-6ecd-4d77-ae1e-7958f1db6f32,d7e9c90f-0dde-41f1-9be4-09fbe640e794,2024-02-13 07:55:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
bfa70987-8946-4606-8973-7af76ff167e8,47a4b1a8-781d-40e8-bbb2-f769c2c6b5ca,2024-02-13 07:35:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
a27614bf-4ede-4311-8e42-572c1165842e,935ecf18-cf34-41be-be72-c814ef6ded61,2024-02-13 09:59:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
25cb6e80-54fd-4674-852b-4cc841064d51,e4c63951-a231-404c-ad26-f4a492f3447f,2024-02-13 07:35:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
f74fa0f4-9a7b-430d-8d0c-8017b2064275,0f9dcb09-ef47-45c8-9a5e-feff0a288bf2,2024-02-13 12:38:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
d24b3dcc-a048-48a2-a77e-18eaf6b5c067,c1bbb819-8747-488a-a071-62209789dfd5,2024-02-13 15:03:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
3d4b798a-b91a-450f-b7ba-9ecaaeae1601,4a15f8b9-7c0a-4643-b14d-5ec37ed6b186,2024-02-13 09:00:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
547f7dbb-5136-4f2c-bba1-dfb952198035,5248f2d8-0eb8-420f-9ea5-77ec82307b9b,2024-02-13 08:29:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
dc6f6e20-65c9-49a4-9f92-769d15dc10b4,fb56c2c7-1769-4c97-9197-2ffa8b82ea0e,2024-02-13 16:22:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
c3c30a47-c7e6-4d27-8506-d70ae986ccce,d656f95b-6c2e-4372-ab17-a3bbc93812c1,2024-02-13 07:12:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
da10910d-4d2d-4504-8cc4-d3c3f5a7f0b9,321d4178-6652-49bf-9663-4b6887811080,2024-02-13 12:14:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
