ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
80277520-d768-4ea0-8ff0-0c6484a34121,d2b935a7-8a2d-491d-b848-a06732301e43,2024-07-27 13:15:00,7610d689-246f-467d-8d80-991c4eef401a,4100,246,4346
af17c7d9-f779-4382-b34e-280c1b18fc2d,5993c025-628c-4491-bbfe-56d1b6ff5177,2024-07-27 12:25:00,7610d689-246f-467d-8d80-991c4eef401a,3300,198,3498
472249de-e632-40a0-939d-a92bb7487c9b,b63aa58f-13c3-42ec-9b06-995371bd877a,2024-07-27 12:08:00,7610d689-246f-467d-8d80-991c4eef401a,3400,204,3604
9435cf9b-710c-4930-8b44-7d030ba0d6d2,5e90dd7a-de2a-412d-88fc-7641dd8da9fd,2024-07-27 14:37:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
b928c993-f690-43e0-a33e-140d3b92f072,f50ff9af-29c0-4629-9c9c-1c0c6fade0f6,2024-07-27 10:04:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
8a2495f9-2216-4606-bad5-382e34c904a5,9d3a25c7-6660-41b6-b754-79957ff6a492,2024-07-27 12:14:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
e69d628a-bc0b-4889-99ba-998af66eb3b3,aec16166-ed24-473e-a071-c5dc834ca0e4,2024-07-27 08:31:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
7e565e4c-b469-4d7f-a02d-ed62d0d4495c,64a76696-5dde-414c-9929-495564fc2d30,2024-07-27 13:05:00,7610d689-246f-467d-8d80-991c4eef401a,7300,438,7738
56cd3cda-9e69-4f64-967f-ad3b0d2f572a,edad01ae-d0e3-498a-8dad-7210358c427c,2024-07-27 12:34:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
fa847fe2-8dd1-4ee0-a42a-e0015951fb18,456ceb44-1215-4cac-8509-e0ff899b2d08,2024-07-27 13:28:00,7610d689-246f-467d-8d80-991c4eef401a,2500,150,2650
e4c84d91-8486-40ce-9def-e08168a57627,b139c52e-1d20-4fc1-87e5-f3ef0aba4698,2024-07-27 12:57:00,7610d689-246f-467d-8d80-991c4eef401a,1400,84,1484
9b1001b8-6dcb-41d1-a985-7d5793dc5056,ffef49f3-f8f1-4be9-88ff-df81293ec90a,2024-07-27 14:26:00,7610d689-246f-467d-8d80-991c4eef401a,3400,204,3604
