ID,ORDER_ID,SKU,QUANTITY,PRICE
05acecf0-b28b-469b-b95c-60489eb7e597,4a6f203e-ae53-4d1a-af8c-330718c59190,BEV-002,5,963.09
5ba6363b-caf2-4c47-97af-326adbf6e8be,d32238b7-eba7-4066-bbd4-f0e15baf003d,BEV-003,10,58.56
3763cce6-0dda-402d-a08b-288dc1164c4b,b983cf12-073a-453d-9607-8ce5aa325268,BEV-003,2,975.25
1b5da893-81c8-4ab8-87b7-eac28f832ec3,b556a7fb-8200-4d3b-8467-c67e1d345cf0,BEV-004,3,949.04
76b43246-416c-4ad8-a073-48afcc3ab14f,b556a7fb-8200-4d3b-8467-c67e1d345cf0,BEV-003,8,55.34
ebc0f717-4519-4beb-a0ed-d3769acc84dd,b556a7fb-8200-4d3b-8467-c67e1d345cf0,JAF-001,3,870.02
651e898d-09a3-4e2a-bb28-b466b2bf921c,49905e01-4a77-4edd-9ee5-594dfc7dfd44,BEV-001,10,502.25
248ea4ea-c750-436a-9303-cb598c8a0dc5,49905e01-4a77-4edd-9ee5-594dfc7dfd44,JAF-002,4,292.57
1a140bd4-bff3-44bf-8691-fad61d708e00,0b8f6870-120d-45c0-9880-5f3aed9e8983,BEV-005,2,483.98
9dbfcf25-81bc-4609-ba0e-55f25c693c52,fe9fe411-fe1c-43c6-844d-e2ce5dd3b55c,BEV-002,9,690.49
1fdc3647-a797-496c-9106-e6be76047f37,90a41ec4-1a38-404b-a7c0-cee89a1e8870,BEV-002,10,972.15
b344f89e-e3bb-4f49-9e1a-eb7a1afbff9f,34c6cf73-9878-42ac-ae05-587647882d63,BEV-005,6,130.82
bcc23e54-4d31-4886-b1a0-9899c6a0560d,25cd38c5-c997-4f78-8c11-2ce9b5933bfb,BEV-001,1,751.57
b78bc80a-fb39-4200-9252-80df7fbdcae5,25cd38c5-c997-4f78-8c11-2ce9b5933bfb,BEV-005,10,247.69
0f6332d8-62b7-42ac-8edd-577af4c17315,25cd38c5-c997-4f78-8c11-2ce9b5933bfb,JAF-003,10,331.12
15cf1a0b-b80f-496d-b961-43cb79159e8f,d47cd7b4-66e1-48eb-bf32-612a262a6475,BEV-005,8,133.11
04b11f4b-851d-492d-a48c-62d8af825410,1e07a706-90c1-4c21-9214-ee20bf7e83c9,BEV-004,5,260.06
a984c7a4-2387-448c-a2be-5b46a9798d26,2e1934c4-4fcd-4e01-bdcd-e9d7eb6813aa,BEV-004,5,822.06
027308d4-45b3-4f21-b6ed-e396926c9480,dfb53d62-a9e1-4d0a-956a-076a07bb234a,BEV-003,5,881.78
6a6b3c8e-65f4-49f0-80cb-ec54003e8938,dfb53d62-a9e1-4d0a-956a-076a07bb234a,JAF-005,10,992.77
