ID,ORDER_ID,SKU,QUANTITY,PRICE
6d44a883-f2e2-402f-ac0c-c0ac87d57d81,42a74b07-f24e-43b4-8c1f-201944c0cb79,BEV-002,6,473.96
cafe88a7-f324-429a-a4a1-2ab3ee4ff343,45569219-4c67-4fd8-bc0d-87b0fbc2b83a,BEV-004,1,130.22
4ca4e252-50b7-4741-b4ab-a252973ec28f,912e6c35-32af-496e-b8f0-d800c280fdf2,BEV-001,10,67.09
4d9bec7c-84ec-45e2-95ef-41b2b6461a36,912e6c35-32af-496e-b8f0-d800c280fdf2,BEV-004,5,267.78
c40174ac-f990-46ea-91f0-3b3a32e8a234,07ff07e9-3137-40cc-ac04-c2354d1f1245,BEV-003,4,309.01
eccf5cda-194d-4b2c-81d5-eb42d7f09f44,07ff07e9-3137-40cc-ac04-c2354d1f1245,BEV-002,2,752.76
d9cde5ae-ac83-4873-a987-9458a192d0e4,07ff07e9-3137-40cc-ac04-c2354d1f1245,BEV-002,4,36.23
5c02f14b-f362-44e1-954a-4e39f916cb79,07ff07e9-3137-40cc-ac04-c2354d1f1245,JAF-002,1,508.9
fc1cd3e8-5a7b-4af3-be5f-ae0f81255a13,40c2e875-584a-4c02-b052-e2c231a99cc4,BEV-005,5,476.67
98979cd6-fddc-4ffd-89b5-e1f0568816db,2d0f0a59-64e4-44f5-ba28-9085db888d5c,BEV-001,8,709.33
f733eba4-a8ac-4a04-be05-67e24253b006,749890c4-4ceb-445a-b9b8-61fa6ae39936,BEV-001,3,199.89
765af8ed-e53f-4d96-b22f-37c0e0fe5c70,d22979e4-4db6-4226-a676-8deec231480d,BEV-001,9,391.25
42c4e2a8-81aa-4f8d-a1cb-c563bd448b72,5d260112-25e2-4f10-9582-ff65e1b9f1a1,BEV-004,9,441.94
8502b020-17a8-4f85-ac47-fe1cf4b01aa7,98cc74b0-d846-4f57-a961-a887fce93f6a,BEV-001,5,158.97
e4d65648-aaeb-4d6e-9cac-29be3eb0eeb7,98cc74b0-d846-4f57-a961-a887fce93f6a,BEV-003,7,254.86
c7eeeea6-4ee8-4be3-9869-aa44236727a5,98cc74b0-d846-4f57-a961-a887fce93f6a,JAF-004,2,615.11
faada61c-c2da-41e9-831b-f2a70aa19dd8,cc7fd8a5-c030-439f-97c7-13e1bece5318,BEV-003,4,581.14
036a3876-765a-47f1-9efe-b51a783cdaac,cc7fd8a5-c030-439f-97c7-13e1bece5318,BEV-001,7,447.55
22890e3e-1e51-4a85-baa9-300f3c7898ff,cc7fd8a5-c030-439f-97c7-13e1bece5318,JAF-001,7,804.31
0a24a18e-d715-4a63-9ee2-34ee420772cc,b42ee533-7585-471c-bbca-f01c1407167f,BEV-002,4,35.86
e2662d0b-7a9c-44bb-9913-ea18b3677cba,b42ee533-7585-471c-bbca-f01c1407167f,BEV-004,4,158.94
216bb98e-c770-4659-af67-efbb817e1783,b42ee533-7585-471c-bbca-f01c1407167f,JAF-001,7,484.92
1f3d4c64-c072-4b37-aef0-20ed269a79c4,3ffed428-70aa-4784-80ca-178c306125c4,BEV-002,9,543.93
8c7683e9-52c3-4fc3-baca-d9f4cbd138d4,04a80302-61e3-499a-b28e-7d2b15b63002,BEV-003,7,200.13
0635dfa1-5f19-45c9-9264-007da69c6c99,297b0025-7b88-4fd4-8689-df9c63acee4b,BEV-001,7,632.3
055c53b9-94b8-47e5-91e4-1b2a1e361157,437c7ebf-8ad8-4dab-8483-b1a6db28001e,BEV-004,10,82.27
71d3a4f1-86f0-436f-9b7f-6161d4811de0,437c7ebf-8ad8-4dab-8483-b1a6db28001e,BEV-005,1,773.91
6cc27f58-e036-4d48-b52a-a061521b518b,f126006b-5305-4b61-905f-f9cbf0ae76a5,BEV-002,5,754.73
8de6f82a-96b3-47c6-b371-e02f7c38cad3,91d18aa0-0d3c-40cb-9c97-7be19d9f96ab,BEV-003,2,323.63
1490f98a-1686-4f15-8264-ab82994d02c6,06a21a2e-1422-44fa-ab65-a0a9b2ab4a17,BEV-004,8,830.46
5b0b7e33-0d37-4559-8633-ed9ac6b1a58c,1b74adcf-9de8-4cfd-b836-36ffd83086b6,BEV-002,6,868.1
5e631a58-2374-4457-9263-42e430c5e5d2,e4a29711-baf3-48ee-849c-0361651085ed,BEV-005,9,48.79
31b03dc7-06ed-4cc4-9738-61b8158d0cdc,c4571eb7-4fd3-47e0-8d5d-36321218c7fa,BEV-001,1,681.9
6e4f7896-bc59-4aaa-9e25-4056ce2c1ccc,9b53080a-7ac2-4574-8122-7012a918367f,BEV-004,6,745.73
1350a548-cd87-4feb-9d4c-b0a41deb2c7e,b3b44861-0c86-41e7-b85b-43c69a812bd7,BEV-003,10,496.65
a8b42836-5eab-48e8-b827-a68c05605fbe,f17545e3-2c4f-4cda-9f7d-0ef9a2a8fb2b,BEV-005,9,298.7
abff6e54-e3d3-46ce-a283-9a4337bfcbcd,f17545e3-2c4f-4cda-9f7d-0ef9a2a8fb2b,JAF-004,9,513.45
2015003d-4640-44c5-9d71-548c48b232de,a2693313-7df3-40f1-9aa1-55b04c151cd7,BEV-003,6,559.58
351efe23-4d1e-45e4-b4a8-2b577e0e7805,e3f2e42e-db02-4f3e-b6cc-9a4c6bd32046,BEV-004,8,800.31
8f9eee78-24b3-47d0-9f69-4a7a7c4db833,897bd0e3-a65a-4932-aed5-a795a43a05e8,BEV-003,8,794.88
ea2fb6cf-5a5e-4842-84b4-d86fca274a71,8129452e-7d18-407f-a101-4034aaf619ca,BEV-001,2,136.97
91bd42b9-727e-42ff-96d2-15a04653865b,8129452e-7d18-407f-a101-4034aaf619ca,BEV-004,7,105.07
8b75a5fa-6232-4469-afc8-d273f29bf614,bab987ba-12f8-4e82-b09b-e64a22c3a3dc,BEV-004,5,173.62
559382dd-b0bd-4bc8-ade6-477761205b61,dc5bb2a9-580b-42a3-88dd-9aa9b5044e78,BEV-004,9,528.77
3b771236-5896-4019-83f5-59e899815c60,dc5bb2a9-580b-42a3-88dd-9aa9b5044e78,BEV-003,8,965.75
6d5cfe6f-4d68-42f7-888f-efd51c1e1cd0,dc5bb2a9-580b-42a3-88dd-9aa9b5044e78,JAF-002,10,637.79
a3976beb-6473-4f19-a9f3-bd98d1fd9370,a19feaaf-902d-4707-b83f-23062db10c98,BEV-005,2,92.75
454aa470-cd7d-42f7-a36b-88dd18b12b87,6fc62bb0-054a-4d9a-b14f-e05c5ffb0282,BEV-001,9,214.44
a8a6650c-943b-42c9-b9f0-1f705231f0d3,6fc62bb0-054a-4d9a-b14f-e05c5ffb0282,JAF-001,2,855.81
027b8f9a-1845-4927-a665-fc94af494233,4951f912-cfec-4f66-b4e6-936bbc411ac2,BEV-003,4,139.64
31ee5e91-7b0a-4d21-aace-c10b244669ec,74881b30-c1ef-46ae-9781-f220b3595b8f,BEV-001,10,927.27
440b9f08-2dee-4096-aa2f-4f473a590d93,c5b93088-b605-440c-8538-69e334c03dc6,BEV-005,3,583.95
b93aa85f-185a-46a3-9681-d8b7a1a62664,6d083895-f04f-4572-88af-601c7c35fa9a,BEV-002,6,724.64
a1abb42e-0e59-4c50-b008-58deecc04ccc,6d083895-f04f-4572-88af-601c7c35fa9a,BEV-002,5,854.73
6506a0f1-b076-4da3-84f0-ba270615c670,2890805e-d664-499e-8dde-332a353d15d2,BEV-004,2,471.02
fed0ca92-3dae-4bea-b5de-ae1b794c8a94,cdbf2b5d-c0bd-4c3a-aa84-0b7037c996d7,BEV-005,8,527.25
9f583972-1a23-4cf3-9e00-6b1116205806,4d93f35c-87fb-4bd8-a117-749b4822dd0a,BEV-001,1,944.31
f1d1e89b-4875-4f3f-b33c-8a68f8ebf36c,619377f4-479c-469b-834a-8d2a3150972a,BEV-004,8,950.78
44e47573-d606-44e7-affa-17f7c3f3fd4d,a009c90a-3b5b-4744-bd0c-1319f81e863d,BEV-001,7,34.5
e87bff12-1103-46f1-a9fc-8a36fe315c6e,2e1adbea-7098-4629-93e3-33f8dec64d34,BEV-005,2,378.07
be64183a-5100-4a23-b935-fb0106398b39,d6ea0cc4-69f3-4dce-9463-8a5238b9c156,JAF-004,6,327.87
e1832cad-3e73-4b5b-9bcc-38195611bb0b,d6ea0cc4-69f3-4dce-9463-8a5238b9c156,JAF-003,2,486.68
071f2aaf-b50b-4c7b-9425-eb15c286cb96,4314d519-0801-42e4-b8ef-1563b53a5e22,BEV-001,4,386.0
615dc171-2cf5-42b3-bc5d-e5ee4813f7af,46bcba1b-34a5-4555-8a9e-b6187f2c7187,BEV-005,8,721.93
fe14a912-0d17-4ca0-bb01-e4098018fdf9,c4bee25d-607f-4f9a-923e-6a77f05f84d0,BEV-004,4,232.71
be44dc2e-4bd5-4ff4-ac1d-3cbed2396918,e42d75a4-8d02-46bc-9e6f-3796d3671dd8,BEV-005,9,983.38
2caeeb69-6221-4587-b23b-3040e13f231e,d0958b86-3eb9-4706-9622-3f1b5e2a2042,BEV-004,4,927.82
b40a79d7-e46f-478c-a64d-679e77417add,709ea158-4b37-4153-a8f8-7485b4ae9081,BEV-001,6,967.78
6e4a0db1-55dd-41d9-ae2d-ed23fd737bbb,fda40664-add5-44bb-9bb3-7ddd9805d7ff,BEV-002,8,34.74
8f80186f-a1c1-4307-8cb0-dd2522e8855a,44d30ccc-5410-4030-934f-5ccdfa1f3694,BEV-003,2,149.54
74793c3d-f661-403c-a4b1-0dfce0c0a312,5232cd3a-1a1d-40ec-9915-996b6a78dfd6,BEV-004,3,147.96
5a8ee8a8-f0fb-4462-887c-d2dc4501b24d,5232cd3a-1a1d-40ec-9915-996b6a78dfd6,JAF-003,4,76.14
95aa9000-42e4-4b66-bc4c-da958bd236d1,01a833aa-78b8-47bc-9d21-6e8e2a1f79a0,BEV-001,6,888.67
61165e4f-a370-45d3-8de7-d0291543006b,4b10559c-5ae2-4618-9fe3-7cff96995b0b,BEV-004,9,634.12
62b92cdf-2031-4a2c-a84e-33b9dd085d6b,bf5c337a-5c0f-4a11-85be-011ba2179496,BEV-004,4,262.09
1c5a01c0-544b-4441-a7c3-608aeeeb9c9c,8e7286c4-a570-4ff7-a7da-0bccf799e132,BEV-002,10,763.37
88bcec18-c86b-449f-b9f6-9871f2677436,88870eb9-1e5f-4544-86ac-d419c74c3a43,BEV-003,6,864.66
bbda7c3a-7b2f-4454-b990-ab068e2daffc,a743b9d6-bff2-48f4-a261-924bc57b5105,BEV-004,6,44.03
d81b6f47-ce9c-4598-b39f-cccf9ace0fef,7305c544-dacc-4fc9-b066-d38f2352307a,BEV-004,5,110.48
3296b565-16f9-49ad-9973-84d436bd8ea3,aaa9d838-8a21-46f8-905e-342735ed12ed,BEV-001,6,956.05
08125e33-7732-41ee-9f07-37dc44f70826,bf960e16-ed02-4416-91c4-440ecb489a40,BEV-002,1,658.42
20d04640-c6e9-445e-b43e-681bb0994581,eb512b55-959d-49ef-81ca-0156536c5bb0,BEV-003,2,494.38
5e9e6570-0150-4e6e-a2f0-0c3250abec5a,44135518-db60-4dea-ac3e-e4b89ea0e2de,BEV-004,3,974.58
1929221a-1bf9-457e-80c8-f212fa827de7,44135518-db60-4dea-ac3e-e4b89ea0e2de,BEV-003,8,287.51
9672cda1-d13c-4c91-b1c4-d2bfe44a3b8e,7a1b8db9-1eaf-4135-b55f-671c94b7aa1f,BEV-002,9,91.93
6b62bfde-85ab-4b3e-97cc-c9b5943ca783,5fd45b30-2f82-46e2-809a-f1b9bbd6910c,BEV-004,4,318.79
3adddc49-da76-4dd5-b16b-90f6dc131557,d83c2222-0169-49a9-a247-dde9f91970d8,BEV-002,3,946.79
69d05660-431b-42fb-9de7-9457e100c0d2,d83c2222-0169-49a9-a247-dde9f91970d8,BEV-004,1,465.23
2ce06d5b-f9d5-4e1b-b460-034410e59dcb,08fb06fd-2651-4059-b8d8-6d9d547cfe27,BEV-003,8,171.06
019d6a3e-f8be-4a53-9ec3-63e7edb2ce78,208a8512-ee5e-46cc-b0f4-9230cbf45b7a,BEV-004,6,987.79
fa21a9c5-b920-440e-8503-178faa2b99a1,208a8512-ee5e-46cc-b0f4-9230cbf45b7a,BEV-001,7,325.2
24667f36-6d54-48ec-adbe-72b3b72e6e5a,208a8512-ee5e-46cc-b0f4-9230cbf45b7a,JAF-003,9,548.72
b61e179e-d721-41e4-ac9b-2d2b1ce63e74,d8a12d2c-274d-4151-94a1-2ff85d1c6465,BEV-002,8,486.92
a818d19e-9163-43c7-975f-8fecd5b38cc2,d8a12d2c-274d-4151-94a1-2ff85d1c6465,BEV-001,5,700.33
2296310c-9ad8-4061-822e-b40694acdd99,d8a12d2c-274d-4151-94a1-2ff85d1c6465,JAF-003,6,294.33
3493aef3-2692-4631-b14f-fa9e47e710ab,f6ba3c54-d2f8-46ea-a3f0-fb650c13f568,BEV-001,9,19.08
f58ce3ba-2a2b-4ba2-a221-73815649883c,880b7a2e-17f6-4191-bd75-364de9e7377f,BEV-004,9,166.0
47c81da0-14a9-4f4b-bf06-7ce8cffed6c3,63ab713b-50a2-4675-98f7-5e88aea28691,BEV-005,5,626.44
6c2e6fe0-81b4-4421-b400-c0945a14ccd7,e7ab6a08-5455-4661-a637-44a02a09e6b5,BEV-005,1,885.97
1e1a778d-16c9-4cf9-b416-8dd2ebe891bd,7c5620c8-7bb9-4628-a879-8bf6e2179251,BEV-005,8,18.78
c038de1f-d723-457a-9a33-66bf41bc4688,0c518c6d-fe12-44da-9f9f-ad749442268c,BEV-001,4,952.57
e08e66ec-4855-4f65-acdd-969b59b83dba,c4566247-c7bd-48f1-9247-b2184871e562,BEV-002,4,563.0
42045e4f-4612-43a7-a026-dab7bf95d434,716ffb2f-7d35-49a3-8bfb-87e2d8bd632d,BEV-003,6,272.08
73a2d8cd-d794-462f-8128-d69194f871dc,72e2652e-68dc-4d87-83bf-7e2812b2058b,BEV-003,4,57.63
182b5af6-e0ef-41f5-9135-e5af6e403c99,aad997be-723a-4d70-8653-d96f1b312261,JAF-005,9,923.52
