ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
586d8088-c445-488c-92f2-95627680304f,2ad8ff3c-388e-429b-9b1a-67286e82bd20,2023-01-02 07:42:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
14ebbb24-a010-4b8a-af3d-e4fc927bd028,6b4f3f63-45e6-42ee-b5c4-ac03835a2d5f,2023-01-02 07:26:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
f8ab4036-9433-4fc1-aa96-be6baace3ba0,879ff208-ac40-47d2-9c15-e475f635ccbe,2023-01-02 17:20:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
ee6163f3-bceb-49ad-a0cb-6c638c53b2f3,24c316fc-ad16-45a1-9ef3-3da9d491b0e7,2023-01-02 08:01:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
ada77827-8f91-43de-bed9-36a84a7c3861,7b1522dc-cd21-4c40-b81b-3532f5b9f3eb,2023-01-02 07:40:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
5c9120d7-9499-48c1-9ea2-7e55d53c8ce7,344bf269-6f68-41c2-a6ff-a8f4eb6f6ca7,2023-01-02 19:48:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
45a53bd7-ec16-4e82-993e-c66848352c7a,d10a856b-8bc4-4cf8-bb76-ffdcf2a50f1e,2023-01-02 10:33:00,7610d689-246f-467d-8d80-991c4eef401a,3700,221,3921
9fbd0100-2740-4627-9c62-d5b6e67457c4,839b9759-0a61-4c7d-872f-591848c1b431,2023-01-02 08:09:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
c086f1ba-d892-4157-bd52-d17f2a28e19d,78e869b8-1d23-4f38-b562-7cd5072dcd5a,2023-01-02 16:31:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
b38acfc8-80d2-4a9d-b5f7-9f6b55f3934c,4bf534e1-0071-43eb-b3ba-cf7da176d8a6,2023-01-02 08:47:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
ea793a91-509c-4250-b114-cf802a2c5d95,3ee8e86e-7163-4316-8dfa-15db0098b81e,2023-01-02 17:06:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
5c22ba50-2d38-48c2-8b21-b56668821f89,b7bd8c57-4f91-4c51-88e7-382592e9eaf7,2023-01-02 16:31:00,7610d689-246f-467d-8d80-991c4eef401a,900,54,954
4b1bc3f2-949b-4141-9d49-a15f3a90b3cd,d96563d3-24d4-40e6-8f4e-a6c5f015d864,2023-01-02 07:29:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
3edde9ae-2645-40c8-b922-9a045b94b83d,44bffcdd-9613-46ca-9f05-b315de5e7ca6,2023-01-02 16:38:00,7610d689-246f-467d-8d80-991c4eef401a,1100,65,1165
2840934e-d9fe-4b6e-9aec-af53dfc9b849,120ecf2b-f133-45a8-bab0-875cb5523df5,2023-01-02 18:58:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
790746a5-2f56-4422-92df-c4df3766d0b0,78d44e16-ddfd-4429-91bc-9208c7fb2fc8,2023-01-02 07:54:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
8cb890bf-4d37-4762-b9bd-338cd66d8110,83f67506-7c12-4107-864a-918a35b4fcf9,2023-01-02 15:23:00,7610d689-246f-467d-8d80-991c4eef401a,2300,138,2438
40d94765-74fe-4e40-b82f-8b09570847ca,c366eb7d-81d8-46f9-89d9-9d09186d8503,2023-01-02 08:18:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
ef744474-d799-4c32-ab09-135d448ffb2e,d7e9c90f-0dde-41f1-9be4-09fbe640e794,2023-01-02 07:53:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
a1e3c83d-16fd-4aa0-b330-98155aaaa88e,47a4b1a8-781d-40e8-bbb2-f769c2c6b5ca,2023-01-02 07:52:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
5753bada-cbe4-411a-9e04-176dce89d2d5,935ecf18-cf34-41be-be72-c814ef6ded61,2023-01-02 14:14:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
7096c02a-9341-4029-bb4b-f274f154c4f4,e4c63951-a231-404c-ad26-f4a492f3447f,2023-01-02 07:29:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
199c0299-5713-433c-8a67-afc1ea8328cd,c1bbb819-8747-488a-a071-62209789dfd5,2023-01-02 18:18:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
2e28a01d-55c7-4613-9351-fea0d7d1f5ce,4a15f8b9-7c0a-4643-b14d-5ec37ed6b186,2023-01-02 07:51:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
