ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
728e1d40-3c8c-4446-8847-8b18167a3bd8,2ad8ff3c-388e-429b-9b1a-67286e82bd20,2022-03-21 08:23:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
4ab15e31-bda1-4546-86ef-e6177f11fada,6b4f3f63-45e6-42ee-b5c4-ac03835a2d5f,2022-03-21 07:42:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
06e53682-450d-43cd-9d33-6ac9237ddce0,3850daab-891a-45e9-a8de-8be8febc3137,2022-03-21 11:06:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
5006b838-d4b2-48df-85cc-e1d7b40b7508,c6bd166c-2f9d-455c-89dd-72b892f09447,2022-03-21 13:06:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
2c6c76c9-3fc5-437d-8862-714c9a98177b,d2b935a7-8a2d-491d-b848-a06732301e43,2022-03-21 11:51:00,7610d689-246f-467d-8d80-991c4eef401a,3100,186,3286
8531c6e6-7b3a-48ac-a2e9-ef307c640950,879ff208-ac40-47d2-9c15-e475f635ccbe,2022-03-21 16:34:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
5209c4d3-e3a4-4aa5-8117-741750401cb3,24c316fc-ad16-45a1-9ef3-3da9d491b0e7,2022-03-21 07:50:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
0e27c982-6664-412b-8ba2-b7228fa40a23,7b1522dc-cd21-4c40-b81b-3532f5b9f3eb,2022-03-21 08:21:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
bd02eaeb-10bd-4810-8337-142c1059091d,344bf269-6f68-41c2-a6ff-a8f4eb6f6ca7,2022-03-21 12:37:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
2da820f4-42d5-4ea9-8317-4e1c9e2f862c,839b9759-0a61-4c7d-872f-591848c1b431,2022-03-21 08:12:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
8fcc2325-4277-4eb5-b357-2e4bee7a67cd,4bf534e1-0071-43eb-b3ba-cf7da176d8a6,2022-03-21 13:21:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
2abc2527-bc8d-43d3-ac8c-3e0eeffa3a65,3ee8e86e-7163-4316-8dfa-15db0098b81e,2022-03-21 11:46:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
86a94028-69b1-48fc-844b-018f91f80bef,d96563d3-24d4-40e6-8f4e-a6c5f015d864,2022-03-21 08:17:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
ee9c2548-55b6-4558-ae87-63f3894363a3,120ecf2b-f133-45a8-bab0-875cb5523df5,2022-03-21 11:02:00,7610d689-246f-467d-8d80-991c4eef401a,1100,65,1165
508dc30f-0451-409e-a62b-ef5500aab19b,78d44e16-ddfd-4429-91bc-9208c7fb2fc8,2022-03-21 08:42:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
6b48d854-66ab-4355-9996-ec47072cc896,1e43ae86-f777-4ee7-b336-8e3bc60294ef,2022-03-21 13:57:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
1b044eab-179e-4746-9b67-1886214656bb,c366eb7d-81d8-46f9-89d9-9d09186d8503,2022-03-21 08:07:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
36ddb97c-10cc-42f2-a343-fcb0b22ac614,d7e9c90f-0dde-41f1-9be4-09fbe640e794,2022-03-21 08:30:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
f0e21f81-bfe1-4ff2-a46f-af58d7bb40f4,47a4b1a8-781d-40e8-bbb2-f769c2c6b5ca,2022-03-21 08:05:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
e825ede8-102a-40f8-bde3-93ec778f17e6,935ecf18-cf34-41be-be72-c814ef6ded61,2022-03-21 08:45:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
2b091e8d-5924-4a0c-aa9c-bd68063ee3f3,e4c63951-a231-404c-ad26-f4a492f3447f,2022-03-21 08:04:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
d5cbc4bf-0e4a-40b3-9566-469b493cf2c6,0f9dcb09-ef47-45c8-9a5e-feff0a288bf2,2022-03-21 14:16:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
7da60744-a3d0-45aa-823c-33d3153fda47,c1bbb819-8747-488a-a071-62209789dfd5,2022-03-21 13:16:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
6a8ac1d5-8c48-4aba-876e-8e5c1d5b5831,4a15f8b9-7c0a-4643-b14d-5ec37ed6b186,2022-03-21 07:41:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
2b9df6b6-8e66-4bb8-99d1-cec644e0a8bd,5248f2d8-0eb8-420f-9ea5-77ec82307b9b,2022-03-21 07:57:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
aff1c7dd-be49-4cbe-9cdc-de4e29f3ce83,d656f95b-6c2e-4372-ab17-a3bbc93812c1,2022-03-21 07:54:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
05cbe427-53d5-4dec-9ece-9d57f188a923,5e90dd7a-de2a-412d-88fc-7641dd8da9fd,2022-03-21 13:54:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
