ID,CUSTOMER,ORDERED_AT,STORE_ID,SUBTOTAL,TAX_PAID,ORDER_TOTAL
c7d2c886-5281-4c6b-8bfa-d23d7d18fa21,2ad8ff3c-388e-429b-9b1a-67286e82bd20,2022-04-04 07:34:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
aaf7d078-7a66-4085-8e93-89f357fa8e16,6b4f3f63-45e6-42ee-b5c4-ac03835a2d5f,2022-04-04 07:43:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
675b7407-b328-4f94-be7a-953e695e9386,d2b935a7-8a2d-491d-b848-a06732301e43,2022-04-04 13:12:00,7610d689-246f-467d-8d80-991c4eef401a,0,0,0
6f0e4995-cd3f-4e6a-a394-064b469e9a9d,879ff208-ac40-47d2-9c15-e475f635ccbe,2022-04-04 14:49:00,7610d689-246f-467d-8d80-991c4eef401a,1900,113,2013
27315a4b-2d06-4900-be37-c2dc470a726b,24c316fc-ad16-45a1-9ef3-3da9d491b0e7,2022-04-04 08:04:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
54cc4702-5c98-42fe-b34c-fd0a2b7c4105,7b1522dc-cd21-4c40-b81b-3532f5b9f3eb,2022-04-04 07:59:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
0325dbf6-9b9e-4b14-8f60-6d3fbaed6d31,344bf269-6f68-41c2-a6ff-a8f4eb6f6ca7,2022-04-04 12:33:00,7610d689-246f-467d-8d80-991c4eef401a,900,54,954
d946ff83-295d-40e5-a859-7723eff906c7,d10a856b-8bc4-4cf8-bb76-ffdcf2a50f1e,2022-04-04 15:26:00,7610d689-246f-467d-8d80-991c4eef401a,3500,210,3710
037efd21-5d6c-44c9-9bf3-49efa0c437df,55f41aa9-ac35-4b25-9c3d-bd9bfe61effc,2022-04-04 14:45:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
7da88a9a-81e5-4b20-84b9-bcf7dd4d0e1e,839b9759-0a61-4c7d-872f-591848c1b431,2022-04-04 08:38:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
486c211a-24c8-4b4a-a049-3d2554c04f91,78e869b8-1d23-4f38-b562-7cd5072dcd5a,2022-04-04 17:24:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
7b02587e-aef4-44ab-9359-6659a833eff1,934c19cf-d1e4-47fc-9860-39542d7bd56b,2022-04-04 19:13:00,7610d689-246f-467d-8d80-991c4eef401a,1000,60,1060
982ede1b-01de-4953-8aba-ba5314c9277d,4bf534e1-0071-43eb-b3ba-cf7da176d8a6,2022-04-04 12:37:00,7610d689-246f-467d-8d80-991c4eef401a,1800,108,1908
6c429665-7dd0-412e-b7f1-a8efc433d10f,3ee8e86e-7163-4316-8dfa-15db0098b81e,2022-04-04 19:20:00,7610d689-246f-467d-8d80-991c4eef401a,2000,120,2120
7e7475c8-a82c-4d71-b4e1-1c1543e1c58e,d96563d3-24d4-40e6-8f4e-a6c5f015d864,2022-04-04 08:15:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
c44b7b89-e50a-4bf5-86ac-5c2d5cf079b4,44bffcdd-9613-46ca-9f05-b315de5e7ca6,2022-04-04 12:01:00,7610d689-246f-467d-8d80-991c4eef401a,1600,96,1696
20880c8b-26ff-4188-b2b3-5c5ebbb3556f,78d44e16-ddfd-4429-91bc-9208c7fb2fc8,2022-04-04 08:24:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
f0abab4a-d57e-44ab-8afd-b05e0ee4e4fb,eccd1acd-eac1-49d7-ad10-8883982cdf7d,2022-04-04 18:36:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
d47034ce-3c6e-4f37-b53a-9b47c9bc5a79,1e43ae86-f777-4ee7-b336-8e3bc60294ef,2022-04-04 14:01:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
39c4efd3-9334-41db-aed8-46cfb4914a5f,83f67506-7c12-4107-864a-918a35b4fcf9,2022-04-04 12:53:00,7610d689-246f-467d-8d80-991c4eef401a,1100,65,1165
89aa8d86-0b9e-449b-bfc3-372fb3552787,c366eb7d-81d8-46f9-89d9-9d09186d8503,2022-04-04 07:51:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
0e4cc060-19a3-436e-b0ea-3d6f2f0356e5,d7e9c90f-0dde-41f1-9be4-09fbe640e794,2022-04-04 08:06:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
714ce252-6fe2-4af6-bb97-a1a41cec6ff1,47a4b1a8-781d-40e8-bbb2-f769c2c6b5ca,2022-04-04 07:56:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
782ccc50-55f6-4312-bdc2-397075f3f229,935ecf18-cf34-41be-be72-c814ef6ded61,2022-04-04 12:57:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
97cf8109-14a3-429d-b56c-39dda5c27d9e,e4c63951-a231-404c-ad26-f4a492f3447f,2022-04-04 07:48:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
e61419b4-6d75-4b9e-9bf4-f0a6d91a7f60,0f9dcb09-ef47-45c8-9a5e-feff0a288bf2,2022-04-04 15:27:00,7610d689-246f-467d-8d80-991c4eef401a,1900,113,2013
1022b8ef-8bb3-4fb8-9f07-08266c892bc9,4a15f8b9-7c0a-4643-b14d-5ec37ed6b186,2022-04-04 08:25:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
f03ccf9f-750d-4430-b342-9f69365a04b5,5248f2d8-0eb8-420f-9ea5-77ec82307b9b,2022-04-04 08:24:00,7610d689-246f-467d-8d80-991c4eef401a,400,24,424
42b7f6ce-6b3c-4fad-844f-93db0137c5c6,fb56c2c7-1769-4c97-9197-2ffa8b82ea0e,2022-04-04 13:49:00,7610d689-246f-467d-8d80-991c4eef401a,700,42,742
08cd4ff0-afa5-4ba6-a4a4-7f8f77bf3385,d656f95b-6c2e-4372-ab17-a3bbc93812c1,2022-04-04 08:30:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
23082a9c-0ea5-4235-9e29-69ad1dcb6af8,5e90dd7a-de2a-412d-88fc-7641dd8da9fd,2022-04-04 14:42:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
4641bacc-b1ac-4194-8b03-4cc95cec7ea1,315fd00b-6f86-43d0-97ec-4e56811af6a0,2022-04-04 16:51:00,7610d689-246f-467d-8d80-991c4eef401a,1700,102,1802
b9c0a931-0b15-4c97-9f7b-1096c262ce6f,62626d20-2e67-4f1d-9386-1b0a5e25956c,2022-04-04 07:55:00,7610d689-246f-467d-8d80-991c4eef401a,500,30,530
ea859ed7-bdc2-4b89-9e30-da13c81c565f,4799ec1e-d9b9-4322-9d76-9221b4bf723f,2022-04-04 18:12:00,7610d689-246f-467d-8d80-991c4eef401a,600,36,636
